Date,Price,Open,High,Low,Vol.,Change %,Name
12-Apr-21,"59,863.80","59,982.10","61,259.90","59,569.20",81.88K,-0.19%,Bitcoin
11-Apr-21,"59,978.70","59,772.40","60,667.10","59,250.30",58.20K,0.39%,Bitcoin
10-Apr-21,"59,748.40","58,127.40","61,229.00","57,900.00",103.72K,2.80%,Bitcoin
9-Apr-21,"58,118.70","58,076.80","58,890.90","57,686.00",59.22K,0.07%,Bitcoin
8-Apr-21,"58,077.40","55,948.00","58,136.70","55,721.60",64.78K,3.80%,Bitcoin
7-Apr-21,"55,948.70","57,996.30","58,627.70","55,489.30",110.69K,-3.53%,Bitcoin
6-Apr-21,"57,996.30","59,169.00","59,487.00","57,403.30",77.15K,-1.69%,Bitcoin
5-Apr-21,"58,993.40","58,202.30","59,205.10","56,842.70",54.13K,1.36%,Bitcoin
4-Apr-21,"58,199.90","57,059.70","58,464.80","56,470.60",57.21K,2.00%,Bitcoin
3-Apr-21,"57,059.90","58,976.80","59,770.50","56,906.70",68.74K,-3.25%,Bitcoin
2-Apr-21,"58,977.30","58,718.20","60,134.90","58,466.50",72.37K,0.44%,Bitcoin
1-Apr-21,"58,718.30","58,763.20","59,406.50","58,040.70",69.04K,-0.08%,Bitcoin
31-Mar-21,"58,763.70","58,771.40","59,795.60","56,991.60",98.06K,-0.01%,Bitcoin
30-Mar-21,"58,771.30","57,614.60","59,366.90","57,077.10",86.21K,2.00%,Bitcoin
29-Mar-21,"57,616.20","55,764.70","58,392.60","54,951.10",107.91K,3.32%,Bitcoin
28-Mar-21,"55,765.20","55,856.90","56,504.20","54,711.30",58.71K,-0.17%,Bitcoin
27-Mar-21,"55,862.90","55,033.80","56,531.10","54,010.20",73.87K,1.50%,Bitcoin
26-Mar-21,"55,036.10","51,317.40","55,074.10","51,302.00",100.30K,7.24%,Bitcoin
25-Mar-21,"51,322.30","52,330.00","53,175.40","50,441.30",143.35K,-1.92%,Bitcoin
24-Mar-21,"52,325.40","54,309.10","57,169.40","51,725.40",137.91K,-3.91%,Bitcoin
23-Mar-21,"54,452.50","54,117.50","55,813.80","52,992.30",84.84K,0.54%,Bitcoin
22-Mar-21,"54,158.30","57,379.30","58,379.90","53,784.20",95.53K,-5.62%,Bitcoin
21-Mar-21,"57,383.80","58,097.40","58,583.80","55,583.30",77.47K,-1.22%,Bitcoin
20-Mar-21,"58,093.40","58,084.10","59,882.10","57,863.00",67.83K,0.01%,Bitcoin
19-Mar-21,"58,088.00","57,645.00","59,448.30","56,305.10",83.98K,0.75%,Bitcoin
18-Mar-21,"57,656.00","58,911.80","60,088.00","57,099.60",102.62K,-2.13%,Bitcoin
17-Mar-21,"58,913.50","56,892.90","58,933.20","54,253.20",118.26K,3.56%,Bitcoin
16-Mar-21,"56,889.70","55,619.50","56,889.70","53,342.60",128.51K,1.97%,Bitcoin
15-Mar-21,"55,791.30","59,117.40","60,565.90","55,088.80",117.71K,-5.62%,Bitcoin
14-Mar-21,"59,113.70","61,192.70","61,673.70","59,113.70",80.29K,-3.40%,Bitcoin
13-Mar-21,"61,195.30","57,267.40","61,795.80","56,118.80",134.64K,6.86%,Bitcoin
12-Mar-21,"57,265.10","57,806.20","58,052.30","55,134.50",116.96K,-0.92%,Bitcoin
11-Mar-21,"57,799.50","55,851.20","58,135.00","54,351.80",129.63K,3.49%,Bitcoin
10-Mar-21,"55,851.90","54,882.70","57,328.70","53,073.60",140.96K,1.77%,Bitcoin
9-Mar-21,"54,879.00","52,352.40","54,880.60","51,941.30",114.06K,4.91%,Bitcoin
8-Mar-21,"52,311.00","50,988.90","52,384.90","49,338.10",68.14K,2.61%,Bitcoin
7-Mar-21,"50,982.30","48,899.00","51,434.10","48,890.60",82.91K,4.35%,Bitcoin
6-Mar-21,"48,855.60","48,798.70","49,191.80","47,132.80",66.66K,0.13%,Bitcoin
5-Mar-21,"48,792.50","48,363.60","49,429.40","46,370.10",113.64K,0.75%,Bitcoin
4-Mar-21,"48,428.00","50,388.00","51,757.70","47,521.80",9.56K,-3.90%,Bitcoin
3-Mar-21,"50,395.10","48,422.20","52,567.90","48,159.20",44.93K,4.07%,Bitcoin
2-Mar-21,"48,424.20","49,595.60","50,191.90","47,100.60",102.10K,-2.36%,Bitcoin
1-Mar-21,"49,595.50","45,160.50","49,774.00","45,008.80",137.52K,9.81%,Bitcoin
28-Feb-21,"45,164.00","46,136.00","46,582.00","43,100.60",135.08K,-2.11%,Bitcoin
27-Feb-21,"46,136.70","46,333.10","48,335.10","45,059.40",98.75K,-0.45%,Bitcoin
26-Feb-21,"46,345.60","46,928.50","48,413.90","44,248.20",189.41K,-1.24%,Bitcoin
25-Feb-21,"46,928.50","49,695.90","52,013.80","46,773.70",83.22K,-5.57%,Bitcoin
24-Feb-21,"49,697.50","48,911.10","51,311.80","47,031.70",153.75K,1.61%,Bitcoin
23-Feb-21,"48,911.20","54,114.10","54,115.00","45,093.80",315.07K,-9.61%,Bitcoin
22-Feb-21,"54,111.80","57,437.60","57,480.80","48,353.80",244.95K,-5.78%,Bitcoin
21-Feb-21,"57,433.80","55,907.60","58,335.10","55,502.70",87.26K,2.70%,Bitcoin
20-Feb-21,"55,923.70","55,922.00","57,523.80","54,124.10",127.85K,0.03%,Bitcoin
19-Feb-21,"55,906.60","51,590.10","56,238.50","50,816.80",139.43K,8.38%,Bitcoin
18-Feb-21,"51,582.20","52,094.50","52,524.00","50,941.60",94.35K,-0.95%,Bitcoin
17-Feb-21,"52,079.20","49,161.30","52,577.70","49,018.10",140.03K,5.92%,Bitcoin
16-Feb-21,"49,169.70","47,934.20","50,515.80","47,044.40",141.37K,2.57%,Bitcoin
15-Feb-21,"47,936.30","48,611.10","48,936.50","45,786.10",123.18K,-1.45%,Bitcoin
14-Feb-21,"48,643.40","47,172.10","49,695.10","47,051.90",106.50K,3.13%,Bitcoin
13-Feb-21,"47,168.70","47,373.10","48,097.30","46,270.50",89.42K,-0.43%,Bitcoin
12-Feb-21,"47,371.70","47,995.00","48,927.40","46,218.60",133.73K,-1.29%,Bitcoin
11-Feb-21,"47,990.70","44,834.80","48,622.10","44,041.10",145.77K,7.04%,Bitcoin
10-Feb-21,"44,836.00","46,507.80","47,295.30","43,800.50",151.83K,-3.60%,Bitcoin
9-Feb-21,"46,508.60","46,396.40","48,143.50","45,104.70",193.87K,0.24%,Bitcoin
8-Feb-21,"46,395.70","38,853.60","46,596.40","38,057.00",248.47K,19.41%,Bitcoin
7-Feb-21,"38,852.90","39,228.90","39,691.70","37,381.60",125.37K,-1.03%,Bitcoin
6-Feb-21,"39,256.60","38,300.60","40,939.70","38,275.30",156.02K,2.50%,Bitcoin
5-Feb-21,"38,297.60","36,976.40","38,303.60","36,640.00",100.60K,3.56%,Bitcoin
4-Feb-21,"36,982.10","37,648.90","38,707.90","36,380.80",151.44K,-1.77%,Bitcoin
3-Feb-21,"37,646.80","35,486.90","37,646.80","35,401.50",131.03K,6.09%,Bitcoin
2-Feb-21,"35,485.20","33,514.00","35,976.10","33,462.40",120.85K,5.88%,Bitcoin
1-Feb-21,"33,515.70","33,106.80","34,685.60","32,324.90",126.32K,1.23%,Bitcoin
31-Jan-21,"33,108.10","34,281.60","34,348.30","32,189.90",101.92K,-3.43%,Bitcoin
30-Jan-21,"34,283.10","34,300.00","34,920.90","32,908.50",128.57K,-0.05%,Bitcoin
29-Jan-21,"34,301.80","33,381.70","38,546.00","31,953.30",297.73K,2.78%,Bitcoin
28-Jan-21,"33,374.80","30,408.90","33,790.80","29,911.90",167.39K,9.77%,Bitcoin
27-Jan-21,"30,404.00","32,499.60","32,545.40","29,290.40",194.35K,-6.46%,Bitcoin
26-Jan-21,"32,502.10","32,244.10","32,917.70","30,850.00",139.84K,0.77%,Bitcoin
25-Jan-21,"32,252.30","32,244.30","34,854.30","31,967.40",142.43K,0.03%,Bitcoin
24-Jan-21,"32,241.30","32,088.50","33,034.80","30,982.90",88.21K,0.47%,Bitcoin
23-Jan-21,"32,088.90","32,994.10","33,441.40","31,418.20",100.70K,-2.76%,Bitcoin
22-Jan-21,"33,000.50","30,838.70","33,821.20","28,871.20",243.09K,7.00%,Bitcoin
21-Jan-21,"30,842.10","35,472.30","35,591.10","30,101.80",253.27K,-13.06%,Bitcoin
20-Jan-21,"35,476.30","35,862.10","36,384.40","33,444.50",153.61K,-1.46%,Bitcoin
19-Jan-21,"36,002.90","36,630.60","37,821.00","36,001.40",79.11K,-1.67%,Bitcoin
18-Jan-21,"36,613.20","35,838.20","37,436.80","34,801.00",111.52K,2.16%,Bitcoin
17-Jan-21,"35,839.60","36,020.10","36,801.30","33,883.50",126.82K,-0.50%,Bitcoin
16-Jan-21,"36,019.50","36,751.80","37,931.70","35,408.40",137.02K,-2.24%,Bitcoin
15-Jan-21,"36,845.80","39,175.70","39,715.00","34,488.70",118.42K,-5.95%,Bitcoin
14-Jan-21,"39,175.70","37,383.40","40,054.30","36,772.10",172.40K,4.80%,Bitcoin
13-Jan-21,"37,382.20","34,061.20","37,764.60","32,451.90",209.93K,9.70%,Bitcoin
12-Jan-21,"34,076.10","35,426.00","36,598.70","32,572.70",241.93K,-4.13%,Bitcoin
11-Jan-21,"35,544.30","38,195.30","38,217.20","30,411.60",251.04K,-6.93%,Bitcoin
10-Jan-21,"38,192.20","40,149.70","41,362.40","35,141.60",215.78K,-4.88%,Bitcoin
9-Jan-21,"40,151.90","40,607.20","41,363.50","38,775.10",128.42K,-1.10%,Bitcoin
8-Jan-21,"40,599.30","39,466.40","41,921.70","36,613.40",251.29K,2.89%,Bitcoin
7-Jan-21,"39,460.20","36,798.50","40,340.90","36,361.20",249.60K,7.25%,Bitcoin
6-Jan-21,"36,793.20","33,999.30","36,934.80","33,408.30",227.56K,8.24%,Bitcoin
5-Jan-21,"33,991.50","32,015.40","34,414.70","30,010.50",202.13K,6.15%,Bitcoin
4-Jan-21,"32,022.60","33,016.60","33,587.50","28,204.50",255.27K,-2.84%,Bitcoin
3-Jan-21,"32,958.90","32,192.90","34,755.90","32,029.60",155.21K,2.38%,Bitcoin
2-Jan-21,"32,193.30","29,359.70","33,233.50","29,008.00",240.87K,9.65%,Bitcoin
1-Jan-21,"29,359.90","28,951.70","29,627.10","28,712.40",100.90K,1.42%,Bitcoin
1-Mar-23,0.3841,0.3762,0.38422,0.3728,456.92M,2.10%,XRP
28-Feb-23,0.3762,0.3785,0.38251,0.37208,575.91M,-0.61%,XRP
27-Feb-23,0.3785,0.37798,0.38011,0.37107,602.00M,0.14%,XRP
26-Feb-23,0.37799,0.37786,0.38059,0.3746,200.97M,0.03%,XRP
25-Feb-23,0.37786,0.37843,0.37933,0.37088,285.25M,-0.15%,XRP
24-Feb-23,0.37844,0.38828,0.39079,0.37253,506.55M,-2.54%,XRP
23-Feb-23,0.38829,0.39515,0.3978,0.38572,490.03M,-1.72%,XRP
22-Feb-23,0.39507,0.3919,0.39739,0.38318,566.95M,0.81%,XRP
21-Feb-23,0.39189,0.39841,0.40161,0.38747,594.30M,-1.64%,XRP
20-Feb-23,0.39841,0.38638,0.40831,0.37802,732.42M,3.11%,XRP
19-Feb-23,0.38641,0.39427,0.39782,0.38536,328.36M,-1.99%,XRP
18-Feb-23,0.39427,0.39498,0.39742,0.39123,196.16M,-0.15%,XRP
17-Feb-23,0.39486,0.38416,0.39991,0.38107,475.63M,2.78%,XRP
16-Feb-23,0.38417,0.40111,0.40438,0.38417,594.20M,-4.23%,XRP
15-Feb-23,0.40113,0.38207,0.40224,0.37658,515.88M,4.99%,XRP
14-Feb-23,0.38207,0.37043,0.38379,0.36462,507.21M,3.14%,XRP
13-Feb-23,0.37045,0.37477,0.37807,0.36293,538.01M,-1.17%,XRP
12-Feb-23,0.37482,0.38349,0.3848,0.37214,191.17M,-2.26%,XRP
11-Feb-23,0.38349,0.38203,0.3841,0.38021,166.46M,0.37%,XRP
10-Feb-23,0.38207,0.38172,0.38769,0.3779,376.95M,0.11%,XRP
9-Feb-23,0.38167,0.3976,0.40805,0.37413,721.48M,-4.01%,XRP
8-Feb-23,0.3976,0.4036,0.4057,0.39374,374.80M,-1.49%,XRP
7-Feb-23,0.40361,0.39192,0.4047,0.39025,478.44M,2.99%,XRP
6-Feb-23,0.39189,0.39841,0.40351,0.39102,417.17M,-1.64%,XRP
5-Feb-23,0.39842,0.41091,0.41168,0.39542,327.69M,-3.04%,XRP
4-Feb-23,0.41093,0.41153,0.42025,0.40764,243.58M,-0.14%,XRP
3-Feb-23,0.41152,0.40961,0.41368,0.40604,369.09M,0.46%,XRP
2-Feb-23,0.40962,0.41325,0.41874,0.40849,436.84M,-0.89%,XRP
1-Feb-23,0.41328,0.40569,0.41568,0.39699,506.19M,1.86%,XRP
31-Jan-23,0.40572,0.39353,0.41119,0.38837,466.63M,3.08%,XRP
30-Jan-23,0.39359,0.41331,0.42151,0.38936,575.47M,-4.77%,XRP
29-Jan-23,0.41328,0.40787,0.41718,0.4066,223.15M,1.33%,XRP
28-Jan-23,0.40787,0.41279,0.41598,0.40589,199.75M,-1.20%,XRP
27-Jan-23,0.41281,0.40943,0.41339,0.39916,359.88M,0.82%,XRP
26-Jan-23,0.40944,0.41672,0.41778,0.4063,384.61M,-1.81%,XRP
25-Jan-23,0.417,0.40785,0.42437,0.39782,489.94M,2.23%,XRP
24-Jan-23,0.40791,0.42386,0.43101,0.40403,549.09M,-3.79%,XRP
23-Jan-23,0.42396,0.40039,0.43205,0.39983,935.74M,5.89%,XRP
22-Jan-23,0.40039,0.40339,0.41164,0.39671,339.50M,-0.70%,XRP
21-Jan-23,0.40323,0.41281,0.41608,0.40072,467.16M,-2.40%,XRP
20-Jan-23,0.41312,0.3928,0.41369,0.38612,487.22M,5.15%,XRP
19-Jan-23,0.39288,0.37863,0.39556,0.3767,555.14M,3.75%,XRP
18-Jan-23,0.37869,0.38694,0.39554,0.36943,830.01M,-2.13%,XRP
17-Jan-23,0.38693,0.38604,0.39812,0.37951,514.11M,0.20%,XRP
16-Jan-23,0.38616,0.38475,0.40627,0.37921,730.00M,0.37%,XRP
15-Jan-23,0.38474,0.3953,0.39675,0.37995,402.04M,-2.66%,XRP
14-Jan-23,0.39526,0.386,0.40855,0.38174,786.84M,2.39%,XRP
13-Jan-23,0.38603,0.37482,0.38669,0.36916,541.81M,2.99%,XRP
12-Jan-23,0.37483,0.37289,0.37941,0.36336,690.96M,0.52%,XRP
11-Jan-23,0.37289,0.35077,0.37699,0.34775,858.01M,6.30%,XRP
10-Jan-23,0.35078,0.34895,0.354,0.34338,474.09M,0.52%,XRP
9-Jan-23,0.34897,0.34481,0.35716,0.34379,754.29M,1.22%,XRP
8-Jan-23,0.34475,0.34413,0.34612,0.33813,269.19M,0.19%,XRP
7-Jan-23,0.34412,0.34436,0.34558,0.3415,145.19M,-0.07%,XRP
6-Jan-23,0.34436,0.33795,0.34597,0.33137,409.47M,1.90%,XRP
5-Jan-23,0.33795,0.34763,0.34869,0.33635,374.32M,-2.82%,XRP
4-Jan-23,0.34776,0.34365,0.35147,0.34223,520.59M,1.19%,XRP
3-Jan-23,0.34367,0.3482,0.35187,0.34143,472.17M,-1.30%,XRP
2-Jan-23,0.34819,0.33869,0.35447,0.31516,913.67M,2.81%,XRP
1-Jan-23,0.33868,0.33876,0.33989,0.33552,144.21M,-0.01%,XRP
31-Dec-22,0.33872,0.34516,0.34518,0.33872,186.73M,-1.87%,XRP
30-Dec-22,0.34519,0.3421,0.34561,0.3338,371.00M,0.90%,XRP
29-Dec-22,0.3421,0.35594,0.3577,0.33749,504.02M,-3.91%,XRP
28-Dec-22,0.35601,0.36749,0.36861,0.35498,481.85M,-3.12%,XRP
27-Dec-22,0.36749,0.36587,0.37257,0.35885,521.31M,0.43%,XRP
26-Dec-22,0.36591,0.34577,0.36967,0.3456,460.67M,5.81%,XRP
25-Dec-22,0.34581,0.35199,0.35199,0.34422,149.48M,-1.76%,XRP
24-Dec-22,0.352,0.3543,0.3543,0.35045,90.12M,-0.65%,XRP
23-Dec-22,0.3543,0.34941,0.35467,0.34688,302.95M,1.40%,XRP
22-Dec-22,0.34941,0.3449,0.35012,0.34161,354.21M,1.13%,XRP
21-Dec-22,0.34552,0.34849,0.35035,0.33843,402.45M,-0.88%,XRP
20-Dec-22,0.34857,0.33895,0.35294,0.33597,476.39M,2.84%,XRP
19-Dec-22,0.33894,0.34981,0.3529,0.33286,507.18M,-3.11%,XRP
18-Dec-22,0.34981,0.35459,0.35522,0.34767,144.56M,-1.35%,XRP
17-Dec-22,0.35458,0.35121,0.35689,0.34735,280.23M,0.96%,XRP
16-Dec-22,0.35121,0.37791,0.37972,0.34622,512.67M,-7.07%,XRP
15-Dec-22,0.37793,0.38519,0.38658,0.37441,325.00M,-1.89%,XRP
14-Dec-22,0.38519,0.39527,0.39527,0.37791,443.89M,-2.55%,XRP
13-Dec-22,0.39527,0.38724,0.39666,0.37858,571.04M,2.08%,XRP
12-Dec-22,0.38723,0.38089,0.38953,0.37149,449.00M,1.64%,XRP
11-Dec-22,0.38098,0.38658,0.38849,0.37884,133.07M,-1.44%,XRP
10-Dec-22,0.38657,0.3889,0.3892,0.38559,132.18M,-0.58%,XRP
9-Dec-22,0.38882,0.39429,0.39502,0.38561,342.35M,-1.39%,XRP
8-Dec-22,0.39428,0.3833,0.3958,0.38316,368.14M,2.87%,XRP
7-Dec-22,0.38327,0.39146,0.39246,0.37518,399.32M,-2.10%,XRP
6-Dec-22,0.39148,0.38937,0.39238,0.38088,401.29M,0.54%,XRP
5-Dec-22,0.38939,0.38973,0.39504,0.38138,438.02M,-0.09%,XRP
4-Dec-22,0.38973,0.38728,0.39299,0.38635,178.56M,0.68%,XRP
3-Dec-22,0.38711,0.39629,0.39643,0.3855,203.82M,-2.32%,XRP
2-Dec-22,0.39631,0.39672,0.3974,0.38392,339.93M,-0.10%,XRP
1-Dec-22,0.3967,0.40779,0.40917,0.39446,332.05M,-2.72%,XRP
30-Nov-22,0.4078,0.39802,0.4112,0.39348,429.20M,2.45%,XRP
29-Nov-22,0.39804,0.38871,0.40329,0.38329,464.52M,2.25%,XRP
28-Nov-22,0.38929,0.39612,0.399,0.3741,570.56M,-1.72%,XRP
27-Nov-22,0.39611,0.39616,0.40905,0.39481,262.33M,0.00%,XRP
26-Nov-22,0.39611,0.40778,0.41438,0.39352,242.81M,-2.86%,XRP
25-Nov-22,0.40775,0.40198,0.41878,0.38941,554.66M,1.44%,XRP
24-Nov-22,0.40197,0.38182,0.40448,0.37438,582.06M,5.27%,XRP
23-Nov-22,0.38183,0.37576,0.38229,0.36822,457.82M,1.62%,XRP
22-Nov-22,0.37576,0.36459,0.37807,0.35138,600.91M,3.08%,XRP
21-Nov-22,0.36455,0.36123,0.36828,0.34668,758.31M,0.90%,XRP
20-Nov-22,0.36129,0.38403,0.39598,0.35992,396.50M,-5.92%,XRP
19-Nov-22,0.38401,0.38039,0.38822,0.37989,199.13M,0.62%,XRP
18-Nov-22,0.38166,0.38379,0.38487,0.37519,380.62M,-0.19%,XRP
17-Nov-22,0.38239,0.37386,0.38619,0.36936,545.28M,2.36%,XRP
16-Nov-22,0.37355,0.389,0.39098,0.36229,471.29M,-3.99%,XRP
15-Nov-22,0.38908,0.37684,0.39657,0.36701,720.64M,3.26%,XRP
14-Nov-22,0.37681,0.34082,0.37908,0.32185,909.99M,10.56%,XRP
13-Nov-22,0.34082,0.36344,0.36922,0.33293,443.13M,-6.22%,XRP
12-Nov-22,0.36341,0.3843,0.38434,0.3597,342.07M,-5.43%,XRP
11-Nov-22,0.38429,0.39463,0.39895,0.36638,626.43M,-2.64%,XRP
10-Nov-22,0.39469,0.33213,0.40259,0.33066,1.07B,18.86%,XRP
9-Nov-22,0.33206,0.40603,0.4108,0.32032,1.24B,-18.22%,XRP
8-Nov-22,0.40602,0.465,0.46679,0.34025,1.33B,-12.69%,XRP
7-Nov-22,0.46504,0.47098,0.47982,0.4593,444.10M,-1.27%,XRP
6-Nov-22,0.471,0.49301,0.49444,0.4689,224.89M,-4.47%,XRP
5-Nov-22,0.49302,0.50606,0.5096,0.4901,279.44M,-2.56%,XRP
4-Nov-22,0.50596,0.45488,0.5075,0.45335,771.35M,11.23%,XRP
3-Nov-22,0.45488,0.44994,0.45979,0.4489,321.04M,1.10%,XRP
2-Nov-22,0.44992,0.46359,0.46582,0.44536,431.74M,-2.95%,XRP
1-Nov-22,0.46361,0.46434,0.46698,0.45454,382.58M,-0.16%,XRP
31-Oct-22,0.46434,0.45805,0.46699,0.44851,449.10M,1.38%,XRP
30-Oct-22,0.45803,0.47024,0.47307,0.45427,279.44M,-2.57%,XRP
29-Oct-22,0.47011,0.47445,0.48358,0.46664,447.66M,-0.92%,XRP
28-Oct-22,0.47449,0.4615,0.47532,0.45659,372.22M,2.80%,XRP
27-Oct-22,0.46158,0.46896,0.48183,0.45872,568.85M,-1.58%,XRP
26-Oct-22,0.469,0.46055,0.47088,0.4569,463.93M,1.83%,XRP
25-Oct-22,0.46055,0.45314,0.47251,0.44372,511.21M,1.63%,XRP
24-Oct-22,0.45318,0.46882,0.47233,0.44834,391.99M,-3.34%,XRP
23-Oct-22,0.46883,0.46533,0.47208,0.45222,298.41M,0.73%,XRP
22-Oct-22,0.46542,0.4612,0.47038,0.45633,259.59M,0.92%,XRP
21-Oct-22,0.46119,0.44651,0.4614,0.43604,535.22M,3.26%,XRP
20-Oct-22,0.44665,0.45063,0.46441,0.42958,573.03M,-0.89%,XRP
19-Oct-22,0.45064,0.4658,0.4666,0.44846,470.77M,-3.26%,XRP
18-Oct-22,0.46582,0.4804,0.48406,0.45759,439.64M,-2.92%,XRP
17-Oct-22,0.47982,0.47659,0.48246,0.46295,396.30M,0.67%,XRP
16-Oct-22,0.47661,0.48182,0.48727,0.47099,311.82M,-1.08%,XRP
15-Oct-22,0.48181,0.48846,0.48994,0.47872,234.48M,-1.36%,XRP
14-Oct-22,0.48847,0.47909,0.5118,0.47844,644.51M,1.95%,XRP
13-Oct-22,0.47911,0.48818,0.48939,0.4421,874.79M,-1.86%,XRP
12-Oct-22,0.4882,0.48609,0.49578,0.48218,368.61M,0.43%,XRP
11-Oct-22,0.4861,0.49375,0.50226,0.47921,639.11M,-1.55%,XRP
10-Oct-22,0.49376,0.53251,0.53788,0.49376,717.97M,-7.30%,XRP
9-Oct-22,0.53262,0.51717,0.54678,0.50641,507.03M,2.99%,XRP
8-Oct-22,0.51716,0.51768,0.52869,0.5112,485.42M,-0.12%,XRP
7-Oct-22,0.51775,0.49351,0.52633,0.4824,727.40M,4.90%,XRP
6-Oct-22,0.49357,0.48871,0.50561,0.48851,581.53M,1.00%,XRP
5-Oct-22,0.48869,0.47958,0.50066,0.47229,795.81M,1.90%,XRP
4-Oct-22,0.47959,0.46223,0.48503,0.45206,729.11M,3.74%,XRP
3-Oct-22,0.46228,0.44829,0.46906,0.43821,573.49M,3.12%,XRP
2-Oct-22,0.44831,0.47534,0.47811,0.44541,493.04M,-5.70%,XRP
1-Oct-22,0.47542,0.47989,0.48625,0.46765,483.10M,-0.93%,XRP
30-Sep-22,0.47989,0.487,0.49861,0.47094,981.82M,-1.45%,XRP
29-Sep-22,0.48693,0.4488,0.50859,0.42761,1.10B,8.50%,XRP
28-Sep-22,0.44877,0.44681,0.45529,0.41763,860.09M,0.43%,XRP
27-Sep-22,0.44684,0.4682,0.48743,0.43698,912.72M,-4.56%,XRP
26-Sep-22,0.46819,0.49188,0.50156,0.45805,953.40M,-4.84%,XRP
25-Sep-22,0.49202,0.48782,0.51964,0.47615,1.17B,0.86%,XRP
24-Sep-22,0.48781,0.50773,0.51885,0.47238,1.17B,-3.91%,XRP
23-Sep-22,0.50768,0.48582,0.55696,0.45676,2.73B,4.63%,XRP
22-Sep-22,0.48522,0.39402,0.49396,0.39399,2.03B,23.14%,XRP
21-Sep-22,0.39403,0.41464,0.43155,0.38478,1.45B,-5.00%,XRP
20-Sep-22,0.41477,0.38473,0.42258,0.37101,1.73B,7.75%,XRP
19-Sep-22,0.38493,0.35784,0.39252,0.3403,1.17B,7.58%,XRP
18-Sep-22,0.3578,0.37588,0.39753,0.35598,1.07B,-4.81%,XRP
17-Sep-22,0.37587,0.35519,0.37994,0.34648,712.35M,5.80%,XRP
16-Sep-22,0.35525,0.32629,0.35766,0.3219,615.85M,8.86%,XRP
15-Sep-22,0.32635,0.34175,0.34268,0.32458,705.31M,-4.53%,XRP
14-Sep-22,0.34183,0.3326,0.34411,0.33153,608.62M,2.77%,XRP
13-Sep-22,0.33261,0.35977,0.36019,0.33113,652.15M,-7.55%,XRP
12-Sep-22,0.35977,0.35518,0.35999,0.348,424.58M,1.29%,XRP
11-Sep-22,0.3552,0.3573,0.36014,0.3496,255.60M,-0.59%,XRP
10-Sep-22,0.3573,0.35691,0.36172,0.35178,330.50M,0.10%,XRP
9-Sep-22,0.35694,0.33958,0.359,0.33946,587.11M,5.11%,XRP
8-Sep-22,0.33958,0.33684,0.34325,0.32841,434.48M,0.84%,XRP
7-Sep-22,0.33676,0.3214,0.33852,0.31367,486.16M,4.78%,XRP
6-Sep-22,0.3214,0.33288,0.34304,0.3196,590.01M,-3.47%,XRP
5-Sep-22,0.33294,0.33172,0.33354,0.32267,309.63M,0.37%,XRP
4-Sep-22,0.33172,0.32977,0.3327,0.32783,172.37M,0.64%,XRP
3-Sep-22,0.32962,0.33143,0.33356,0.32669,189.98M,-0.55%,XRP
2-Sep-22,0.33143,0.33315,0.33528,0.32531,341.49M,-0.51%,XRP
1-Sep-22,0.33313,0.32772,0.33337,0.32175,382.36M,1.65%,XRP
31-Aug-22,0.32771,0.32668,0.33389,0.32312,394.94M,0.33%,XRP
30-Aug-22,0.32662,0.33386,0.33559,0.32041,431.01M,-2.17%,XRP
29-Aug-22,0.33388,0.32234,0.33396,0.3187,480.91M,3.62%,XRP
28-Aug-22,0.32224,0.33461,0.33717,0.32167,273.06M,-3.70%,XRP
27-Aug-22,0.33461,0.33919,0.34365,0.32914,327.26M,-1.29%,XRP
26-Aug-22,0.33899,0.3491,0.37003,0.33255,782.04M,-2.90%,XRP
25-Aug-22,0.34911,0.34562,0.35209,0.34366,399.65M,1.01%,XRP
24-Aug-22,0.34561,0.34721,0.35243,0.33903,371.60M,-0.44%,XRP
23-Aug-22,0.34714,0.34408,0.34791,0.33275,425.19M,0.87%,XRP
22-Aug-22,0.34415,0.34487,0.34505,0.33158,451.15M,-0.16%,XRP
21-Aug-22,0.34471,0.33678,0.34834,0.33552,313.56M,2.35%,XRP
20-Aug-22,0.33678,0.33456,0.34266,0.33218,353.66M,0.65%,XRP
19-Aug-22,0.33459,0.37024,0.37031,0.33152,746.16M,-9.63%,XRP
18-Aug-22,0.37024,0.37957,0.38112,0.36927,375.45M,-2.46%,XRP
17-Aug-22,0.37957,0.37698,0.39182,0.36851,590.03M,0.69%,XRP
16-Aug-22,0.37696,0.37507,0.37819,0.36679,375.77M,0.49%,XRP
15-Aug-22,0.37511,0.37569,0.38491,0.36625,454.56M,-0.15%,XRP
14-Aug-22,0.37566,0.378,0.39211,0.3741,351.61M,-0.62%,XRP
13-Aug-22,0.37799,0.3794,0.38713,0.37644,239.06M,-0.37%,XRP
12-Aug-22,0.37938,0.38015,0.38079,0.37026,349.89M,-0.20%,XRP
11-Aug-22,0.38015,0.3814,0.38554,0.37735,427.94M,-0.32%,XRP
10-Aug-22,0.38137,0.36731,0.38143,0.35862,432.45M,3.81%,XRP
9-Aug-22,0.36736,0.37878,0.37998,0.36097,355.88M,-3.02%,XRP
8-Aug-22,0.37878,0.37227,0.38453,0.3714,404.56M,1.75%,XRP
7-Aug-22,0.37227,0.3714,0.37707,0.36819,144.56M,0.24%,XRP
6-Aug-22,0.3714,0.3764,0.3776,0.37065,136.31M,-1.33%,XRP
